cluster	axial count	mcr count	total occurrence
GC_00002461	1	2	3
GC_00003739	0	1	2
GC_00003738	0	2	2
GC_00003735	2	0	2
GC_00003734	2	0	2
GC_00003737	0	2	2
GC_00003736	1	1	2
GC_00003731	2	0	2
GC_00003730	1	1	2
GC_00003733	0	1	2
GC_00003732	2	0	2
GC_00007222	0	1	1
GC_00008795	1	0	1
GC_00005485	1	0	1
GC_00006313	0	1	1
GC_00005953	0	1	1
GC_00005952	0	1	1
GC_00005951	1	0	1
GC_00005950	0	1	1
GC_00005957	0	1	1
GC_00005956	1	0	1
GC_00005955	1	0	1
GC_00005954	1	0	1
GC_00005959	0	1	1
GC_00005958	1	0	1
GC_00006606	0	1	1
GC_00006607	1	0	1
GC_00006604	1	0	1
GC_00006605	0	1	1
GC_00006602	1	0	1
GC_00006603	0	1	1
GC_00006600	0	1	1
GC_00006601	0	1	1
GC_00006978	0	1	1
GC_00006979	0	1	1
GC_00006608	1	0	1
GC_00006609	1	0	1
GC_00000727	7	9	17
GC_00000726	9	5	17
GC_00000725	9	6	17
GC_00000724	9	8	17
GC_00000723	9	8	17
GC_00000722	11	6	17
GC_00000721	9	8	17
GC_00000720	8	9	18
GC_00000729	8	9	17
GC_00000728	9	8	17
GC_00008114	1	0	1
GC_00008115	1	0	1
GC_00008116	1	0	1
GC_00008117	1	0	1
GC_00008110	1	0	1
GC_00008111	0	1	1
GC_00008112	1	0	1
GC_00008113	1	0	1
GC_00008118	1	0	1
GC_00008119	0	1	1
GC_00005489	0	1	1
GC_00010159	1	0	1
GC_00010158	1	0	1
GC_00010155	1	0	1
GC_00009764	1	0	1
GC_00010157	0	1	1
GC_00010156	1	0	1
GC_00005488	1	0	1
GC_00010150	0	1	1
GC_00010153	1	0	1
GC_00009765	0	1	1
GC_00007555	1	0	1
GC_00007554	1	0	1
GC_00007557	0	1	1
GC_00007556	1	0	1
GC_00007551	1	0	1
GC_00007550	1	0	1
GC_00007553	1	0	1
GC_00007552	1	0	1
GC_00007559	1	0	1
GC_00007558	1	0	1
GC_00005777	1	0	1
GC_00005776	0	1	1
GC_00005775	1	0	1
GC_00005774	0	1	1
GC_00005773	0	1	1
GC_00005772	1	0	1
GC_00005771	0	1	1
GC_00005770	0	1	1
GC_00009643	1	0	1
GC_00009642	0	1	1
GC_00009641	1	0	1
GC_00009640	0	1	1
GC_00009647	1	0	1
GC_00009646	1	0	1
GC_00005779	0	1	1
GC_00005778	0	1	1
GC_00007739	1	0	1
GC_00007738	0	1	1
GC_00007731	1	0	1
GC_00007730	1	0	1
GC_00007733	1	0	1
GC_00007732	0	1	1
GC_00007735	1	0	1
GC_00007734	1	0	1
GC_00007737	1	0	1
GC_00007736	1	0	1
GC_00000125	13	9	23
GC_00004159	2	0	2
GC_00000127	12	9	23
GC_00000126	13	9	23
GC_00000129	13	9	23
GC_00009238	1	0	1
GC_00009239	0	1	1
GC_00000128	11	9	23
GC_00009232	0	1	1
GC_00009233	1	0	1
GC_00009230	1	0	1
GC_00009231	1	0	1
GC_00009236	0	1	1
GC_00004404	1	0	1
GC_00009234	1	0	1
GC_00009235	1	0	1
GC_00006567	0	1	1
GC_00004157	0	2	2
GC_00006566	0	1	1
GC_00004402	0	1	1
GC_00006565	1	0	1
GC_00004403	0	1	1
GC_00006296	0	1	1
GC_00004400	0	1	1
GC_00006563	0	1	1
GC_00004153	0	1	2
GC_00006562	1	0	1
GC_00005571	1	0	1
GC_00006561	1	0	1
GC_00005570	1	0	1
GC_00006560	0	1	1
GC_00004888	1	0	1
GC_00004889	1	0	1
GC_00005575	1	0	1
GC_00005574	0	1	1
GC_00009900	1	0	1
GC_00005577	0	1	1
GC_00009901	1	0	1
GC_00005576	1	0	1
GC_00009902	1	0	1
GC_00000701	8	9	18
GC_00009903	0	1	1
GC_00000700	8	9	18
GC_00009904	0	1	1
GC_00006568	0	1	1
GC_00000703	8	9	18
GC_00009905	1	0	1
GC_00000250	12	9	22
GC_00009906	0	1	1
GC_00000705	9	9	18
GC_00009907	1	0	1
GC_00000704	8	9	18
GC_00002817	0	2	3
GC_00002816	0	1	3
GC_00002815	0	2	3
GC_00002814	1	2	3
GC_00002813	0	3	3
GC_00000707	12	5	18
GC_00002811	0	3	3
GC_00002810	2	1	3
GC_00008820	1	0	1
GC_00004885	0	1	1
GC_00002819	0	2	3
GC_00002818	3	0	3
GC_00008824	1	0	1
GC_00008825	0	1	1
GC_00008826	0	1	1
GC_00008341	0	1	1
GC_00003410	1	0	2
GC_00008343	1	0	1
GC_00008342	0	1	1
GC_00008345	0	1	1
GC_00008344	1	0	1
GC_00008347	1	0	1
GC_00003411	1	1	2
GC_00008349	1	0	1
GC_00008348	1	0	1
GC_00003412	0	2	2
GC_00008821	0	1	1
GC_00003413	2	0	2
GC_00008822	0	1	1
GC_00003146	0	2	2
GC_00008823	1	0	1
GC_00003147	0	2	2
GC_00003144	0	2	2
GC_00003417	0	2	2
GC_00002413	0	3	3
GC_00002412	0	3	3
GC_00002411	1	2	3
GC_00002942	2	1	3
GC_00006542	1	0	1
GC_00002945	2	0	3
GC_00002416	0	3	3
GC_00002415	1	2	3
GC_00002414	3	0	3
GC_00004419	1	0	1
GC_00004418	1	0	1
GC_00000118	12	9	23
GC_00000119	10	9	23
GC_00004149	2	0	2
GC_00004148	2	0	2
GC_00000114	13	9	23
GC_00000115	13	9	23
GC_00000116	13	8	23
GC_00000117	13	9	23
GC_00000110	11	8	23
GC_00000111	13	8	23
GC_00000112	12	9	23
GC_00000113	13	9	23
GC_00001643	3	3	6
GC_00001642	3	3	6
GC_00001641	3	3	6
GC_00001640	3	3	6
GC_00001647	3	2	6
GC_00001646	3	3	6
GC_00001645	4	2	6
GC_00001644	3	3	6
GC_00005544	0	1	1
GC_00005545	1	0	1
GC_00001649	4	2	6
GC_00001648	4	2	6
GC_00005540	1	0	1
GC_00005541	0	1	1
GC_00005542	0	1	1
GC_00005543	0	1	1
GC_00009430	1	0	1
GC_00009431	1	0	1
GC_00009432	1	0	1
GC_00009433	1	0	1
GC_00009434	1	0	1
GC_00009435	1	0	1
GC_00009436	1	0	1
GC_00009437	1	0	1
GC_00009438	0	1	1
GC_00009439	1	0	1
GC_00001395	4	4	8
GC_00001394	5	3	8
GC_00001397	4	4	8
GC_00001396	3	5	8
GC_00001463	3	3	7
GC_00001462	4	3	7
GC_00001393	4	4	8
GC_00001392	4	3	8
GC_00001399	4	3	8
GC_00001398	4	3	8
GC_00001469	4	3	7
GC_00001468	4	3	7
GC_00010098	0	1	1
GC_00009092	1	0	1
GC_00010094	0	1	1
GC_00010095	0	1	1
GC_00010096	0	1	1
GC_00010097	1	0	1
GC_00010090	0	1	1
GC_00010091	1	0	1
GC_00010092	1	0	1
GC_00010093	1	0	1
GC_00009093	0	1	1
GC_00006013	1	0	1
GC_00006012	1	0	1
GC_00006011	0	1	1
GC_00006010	0	1	1
GC_00006017	1	0	1
GC_00006016	0	1	1
GC_00006015	1	0	1
GC_00006014	1	0	1
GC_00006019	1	0	1
GC_00006018	1	0	1
GC_00007946	1	0	1
GC_00007947	1	0	1
GC_00007944	1	0	1
GC_00007945	1	0	1
GC_00007942	1	0	1
GC_00007943	1	0	1
GC_00007940	1	0	1
GC_00007941	1	0	1
GC_00007948	1	0	1
GC_00007949	1	0	1
GC_00008918	0	1	1
GC_00008919	0	1	1
GC_00008914	0	1	1
GC_00008915	1	0	1
GC_00008916	1	0	1
GC_00008917	1	0	1
GC_00008910	1	0	1
GC_00008911	0	1	1
GC_00008912	1	0	1
GC_00008913	1	0	1
GC_00004882	0	1	1
GC_00004883	1	0	1
GC_00009689	1	0	1
GC_00005284	0	1	1
GC_00004880	1	0	1
GC_00007055	0	1	1
GC_00007056	1	0	1
GC_00007057	1	0	1
GC_00007050	0	1	1
GC_00007051	0	1	1
GC_00007052	0	1	1
GC_00007053	1	0	1
GC_00007058	1	0	1
GC_00007059	1	0	1
GC_00002668	0	3	3
GC_00002669	3	0	3
GC_00002664	0	2	3
GC_00002665	2	0	3
GC_00002666	3	0	3
GC_00002667	3	0	3
GC_00002660	2	0	3
GC_00002661	3	0	3
GC_00002662	3	0	3
GC_00002663	1	1	3
GC_00003533	0	2	2
GC_00003820	2	0	2
GC_00003531	1	0	2
GC_00003530	1	1	2
GC_00003289	1	0	2
GC_00003288	0	2	2
GC_00003827	1	1	2
GC_00003826	2	0	2
GC_00003285	2	0	2
GC_00003284	1	1	2
GC_00003539	2	0	2
GC_00003286	0	2	2
GC_00003281	2	0	2
GC_00003280	2	0	2
GC_00003283	2	0	2
GC_00003282	2	0	2
GC_00005288	0	1	1
GC_00004886	0	1	1
GC_00004626	1	0	1
GC_00004627	0	1	1
GC_00004624	1	0	1
GC_00004625	1	0	1
GC_00004622	1	0	1
GC_00004623	0	1	1
GC_00004620	1	0	1
GC_00004621	1	0	1
GC_00004628	1	0	1
GC_00004629	1	0	1
GC_00002480	3	0	3
GC_00002481	2	1	3
GC_00002482	0	3	3
GC_00002483	1	2	3
GC_00002484	3	0	3
GC_00002485	1	2	3
GC_00002486	0	3	3
GC_00002487	0	3	3
GC_00002488	0	3	3
GC_00002489	0	3	3
GC_00004887	0	1	1
GC_00003757	1	1	2
GC_00003756	0	1	2
GC_00003755	0	2	2
GC_00003754	0	2	2
GC_00003753	2	0	2
GC_00003752	2	0	2
GC_00003751	0	2	2
GC_00003750	1	1	2
GC_00003759	2	0	2
GC_00003758	2	0	2
GC_00004884	0	1	1
GC_00006951	0	1	1
GC_00004082	0	1	2
GC_00004083	0	1	2
GC_00004080	0	1	2
GC_00004081	0	1	2
GC_00004086	0	2	2
GC_00004087	0	2	2
GC_00004084	1	1	2
GC_00004085	1	0	2
GC_00004088	2	0	2
GC_00004089	0	2	2
GC_00008284	0	1	1
GC_00008285	0	1	1
GC_00008286	1	0	1
GC_00008287	1	0	1
GC_00008280	1	0	1
GC_00008281	0	1	1
GC_00008282	1	0	1
GC_00008283	1	0	1
GC_00008288	1	0	1
GC_00008289	1	0	1
GC_00005975	1	0	1
GC_00005974	1	0	1
GC_00005977	0	1	1
GC_00005976	1	0	1
GC_00005971	1	0	1
GC_00005970	1	0	1
GC_00005973	0	1	1
GC_00005972	1	0	1
GC_00005979	0	1	1
GC_00005978	0	1	1
GC_00000709	7	9	18
GC_00000708	12	5	18
GC_00000259	12	9	22
GC_00000258	13	9	22
GC_00000253	13	9	22
GC_00000252	12	9	22
GC_00000251	12	7	22
GC_00000702	10	7	18
GC_00000257	12	9	22
GC_00000256	12	9	22
GC_00000255	11	9	22
GC_00000254	13	8	22
GC_00008138	1	0	1
GC_00008139	1	0	1
GC_00008136	1	0	1
GC_00008137	1	0	1
GC_00008134	0	1	1
GC_00008135	1	0	1
GC_00008132	1	0	1
GC_00008133	1	0	1
GC_00008130	0	1	1
GC_00008131	1	0	1
GC_00005759	0	1	1
GC_00005758	1	0	1
GC_00010137	1	0	1
GC_00010136	1	0	1
GC_00010135	1	0	1
GC_00010134	1	0	1
GC_00010133	1	0	1
GC_00010132	1	0	1
GC_00010131	1	0	1
GC_00010130	0	1	1
GC_00010139	1	0	1
GC_00010138	0	1	1
GC_00001070	5	5	12
GC_00005022	0	1	1
GC_00005021	1	0	1
GC_00005287	1	0	1
GC_00005286	0	1	1
GC_00005285	1	0	1
GC_00001073	4	4	12
GC_00005283	1	0	1
GC_00005282	0	1	1
GC_00005281	1	0	1
GC_00005280	1	0	1
GC_00001074	5	7	12
GC_00005289	1	0	1
GC_00001075	7	5	12
GC_00006958	1	0	1
GC_00006959	1	0	1
GC_00005025	1	0	1
GC_00006952	0	1	1
GC_00006953	0	1	1
GC_00006950	1	0	1
GC_00001077	7	4	12
GC_00006956	1	0	1
GC_00006957	0	1	1
GC_00006954	0	1	1
GC_00006955	0	1	1
GC_00007539	1	0	1
GC_00007538	0	1	1
GC_00007537	1	0	1
GC_00007536	1	0	1
GC_00007535	0	1	1
GC_00007534	1	0	1
GC_00007533	1	0	1
GC_00007532	1	0	1
GC_00007531	0	1	1
GC_00007530	1	0	1
GC_00001078	7	4	12
GC_00001079	6	6	12
GC_00005029	1	0	1
GC_00005028	1	0	1
GC_00005023	1	0	1
GC_00001071	7	5	12
GC_00001072	3	7	12
GC_00005020	1	0	1
GC_00005027	1	0	1
GC_00005026	1	0	1
GC_00001076	4	5	12
GC_00005024	0	1	1
GC_00009669	1	0	1
GC_00009668	1	0	1
GC_00009665	1	0	1
GC_00009664	1	0	1
GC_00009667	1	0	1
GC_00009666	1	0	1
GC_00009661	1	0	1
GC_00009660	1	0	1
GC_00009663	1	0	1
GC_00009662	1	0	1
GC_00006488	0	1	1
GC_00006489	0	1	1
GC_00006484	0	1	1
GC_00006485	0	1	1
GC_00006486	1	0	1
GC_00006487	1	0	1
GC_00006480	0	1	1
GC_00006481	0	1	1
GC_00006482	0	1	1
GC_00006483	1	0	1
GC_00007281	1	0	1
GC_00003911	1	0	2
GC_00007283	0	1	1
GC_00007282	0	1	1
GC_00007285	1	0	1
GC_00007284	0	1	1
GC_00007287	0	1	1
GC_00003910	2	0	2
GC_00007289	1	0	1
GC_00007288	1	0	1
GC_00003913	0	2	2
GC_00003912	2	0	2
GC_00003915	0	2	2
GC_00003914	1	0	2
GC_00007710	1	0	1
GC_00003917	0	2	2
GC_00008191	1	0	1
GC_00003916	1	1	2
GC_00009258	1	0	1
GC_00009259	0	1	1
GC_00009254	0	1	1
GC_00009255	0	1	1
GC_00009256	1	0	1
GC_00009257	0	1	1
GC_00009250	0	1	1
GC_00009251	1	0	1
GC_00009252	0	1	1
GC_00009253	0	1	1
GC_00006228	1	0	1
GC_00006229	1	0	1
GC_00006220	0	1	1
GC_00006221	0	1	1
GC_00006222	1	0	1
GC_00006223	1	0	1
GC_00006224	0	1	1
GC_00006225	1	0	1
GC_00006226	1	0	1
GC_00006227	0	1	1
GC_00005812	1	0	1
GC_00005813	1	0	1
GC_00005810	1	0	1
GC_00005811	1	0	1
GC_00007280	1	0	1
GC_00005816	1	0	1
GC_00005817	0	1	1
GC_00005814	0	1	1
GC_00005815	1	0	1
GC_00008805	1	0	1
GC_00000666	8	9	18
GC_00000667	10	8	18
GC_00007286	1	0	1
GC_00000664	8	9	18
GC_00000665	11	7	18
GC_00009966	0	1	1
GC_00005031	1	0	1
GC_00000662	10	7	18
GC_00008802	1	0	1
GC_00000663	8	9	18
GC_00002839	1	2	3
GC_00002838	3	0	3
GC_00002349	3	1	4
GC_00002348	1	3	4
GC_00000844	5	4	16
GC_00002831	1	2	3
GC_00002342	1	3	4
GC_00002341	4	0	4
GC_00002340	2	2	4
GC_00002347	3	1	4
GC_00002834	2	1	3
GC_00002837	0	3	3
GC_00002836	2	1	3
GC_00009967	1	0	1
GC_00005032	0	1	1
GC_00008803	1	0	1
GC_00009964	1	0	1
GC_00005496	1	0	1
GC_00005782	0	1	1
GC_00005497	0	1	1
GC_00005494	0	1	1
GC_00009965	1	0	1
GC_00005495	0	1	1
GC_00005492	1	0	1
GC_00005493	1	0	1
GC_00005783	0	1	1
GC_00005490	1	0	1
GC_00005491	0	1	1
GC_00009962	1	0	1
GC_00000330	11	9	21
GC_00000331	12	9	21
GC_00000332	12	8	21
GC_00005780	0	1	1
GC_00008921	1	0	1
GC_00000333	11	9	21
GC_00008920	1	0	1
GC_00000442	9	9	20
GC_00009963	1	0	1
GC_00008923	1	0	1
GC_00000443	12	7	20
GC_00008922	1	0	1
GC_00000336	12	9	21
GC_00008925	0	1	1
GC_00000337	11	9	21
GC_00005781	1	0	1
GC_00008924	0	1	1
GC_00008927	1	0	1
GC_00008692	0	1	1
GC_00009960	1	0	1
GC_00008926	0	1	1
GC_00000136	11	9	23
GC_00000137	10	9	23
GC_00000134	11	9	23
GC_00000135	11	9	23
GC_00000132	12	9	23
GC_00000133	13	9	23
GC_00000130	13	9	23
GC_00000131	12	8	23
GC_00004169	0	2	2
GC_00004168	1	1	2
GC_00005786	0	1	1
GC_00000138	12	9	23
GC_00000139	12	9	23
GC_00001665	4	2	6
GC_00001664	0	2	6
GC_00001667	3	3	6
GC_00001666	4	2	6
GC_00001661	3	3	6
GC_00001660	3	3	6
GC_00001663	4	2	6
GC_00001662	1	5	6
GC_00009412	1	0	1
GC_00009413	0	1	1
GC_00009410	0	1	1
GC_00008694	0	1	1
GC_00001669	4	2	6
GC_00001668	3	3	6
GC_00005568	1	0	1
GC_00005569	1	0	1
GC_00005787	0	1	1
GC_00000398	12	8	21
GC_00000399	11	9	21
GC_00000392	10	8	21
GC_00000393	11	9	21
GC_00000390	12	9	21
GC_00000391	12	8	21
GC_00000396	11	8	21
GC_00000397	11	8	21
GC_00000394	12	9	21
GC_00000395	12	9	21
GC_00005784	1	0	1
GC_00005785	1	0	1
GC_00006035	0	1	1
GC_00006034	1	0	1
GC_00006037	1	0	1
GC_00006036	1	0	1
GC_00006031	0	1	1
GC_00006030	1	0	1
GC_00006033	1	0	1
GC_00006032	0	1	1
GC_00006039	1	0	1
GC_00006038	1	0	1
GC_00001449	0	7	7
GC_00001448	3	3	7
GC_00001919	1	3	5
GC_00001918	4	0	5
GC_00001441	2	5	8
GC_00001440	4	3	8
GC_00001443	7	0	8
GC_00001442	1	6	8
GC_00001445	5	2	7
GC_00001444	2	4	8
GC_00001447	1	6	7
GC_00001446	4	3	7
GC_00008420	1	0	1
GC_00008421	1	0	1
GC_00008422	1	0	1
GC_00008423	0	1	1
GC_00008424	1	0	1
GC_00008425	0	1	1
GC_00008426	1	0	1
GC_00008427	1	0	1
GC_00008428	0	1	1
GC_00008429	0	1	1
GC_00008938	0	1	1
GC_00008939	0	1	1
GC_00009530	0	1	1
GC_00007078	1	0	1
GC_00007079	1	0	1
GC_00007076	0	1	1
GC_00007077	1	0	1
GC_00007074	0	1	1
GC_00007075	0	1	1
GC_00007072	0	1	1
GC_00007073	1	0	1
GC_00007070	0	1	1
GC_00007071	1	0	1
GC_00002130	4	0	4
GC_00002131	3	1	4
GC_00002132	1	3	4
GC_00002133	1	3	4
GC_00002134	2	2	4
GC_00002135	1	3	4
GC_00002136	4	0	4
GC_00002137	2	2	4
GC_00002138	0	4	4
GC_00002139	1	3	4
GC_00009888	1	0	1
GC_00002648	0	2	3
GC_00002649	2	1	3
GC_00003515	0	1	2
GC_00003514	1	1	2
GC_00003517	1	1	2
GC_00003516	2	0	2
GC_00003511	0	2	2
GC_00003510	0	2	2
GC_00003513	2	0	2
GC_00003512	0	2	2
GC_00003519	1	0	2
GC_00003518	0	2	2
GC_00000891	11	4	15
GC_00000890	8	6	15
GC_00000893	11	3	15
GC_00000892	7	8	15
GC_00000895	8	7	15
GC_00000894	7	6	15
GC_00000897	9	4	15
GC_00000896	4	7	15
GC_00000899	7	6	15
GC_00000898	10	5	15
GC_00009537	1	0	1
GC_00000099	12	9	23
GC_00000098	12	8	23
GC_00009536	1	0	1
GC_00000091	11	9	24
GC_00000090	12	9	24
GC_00000093	11	7	24
GC_00000092	12	9	24
GC_00000095	12	8	24
GC_00000094	13	9	24
GC_00000097	11	9	24
GC_00000096	12	9	24
GC_00005919	1	0	1
GC_00005918	0	1	1
GC_00005917	0	1	1
GC_00005916	0	1	1
GC_00005915	0	1	1
GC_00005914	1	0	1
GC_00005913	1	0	1
GC_00005912	1	0	1
GC_00005911	1	0	1
GC_00001530	3	3	7
GC_00003779	2	0	2
GC_00003778	2	0	2
GC_00003771	2	0	2
GC_00003770	2	0	2
GC_00003773	0	2	2
GC_00003772	2	0	2
GC_00003775	2	0	2
GC_00003774	0	2	2
GC_00003777	0	2	2
GC_00003776	2	0	2
GC_00004208	1	0	1
GC_00004209	1	0	1
GC_00000279	11	9	21
GC_00000278	12	9	21
GC_00000275	12	9	21
GC_00000274	12	9	22
GC_00000277	11	9	21
GC_00000276	12	8	21
GC_00000271	11	9	22
GC_00000270	13	9	22
GC_00004206	0	1	1
GC_00000272	11	7	22
GC_00001532	4	3	7
GC_00006535	1	0	1
GC_00007418	1	0	1
GC_00006536	1	0	1
GC_00006938	1	0	1
GC_00006939	1	0	1
GC_00006934	1	0	1
GC_00000015	11	9	27
GC_00006936	0	1	1
GC_00006937	0	1	1
GC_00006930	0	1	1
GC_00006931	0	1	1
GC_00006932	0	1	1
GC_00000014	11	8	27
GC_00007511	0	1	1
GC_00007510	1	0	1
GC_00007513	0	1	1
GC_00007512	1	0	1
GC_00007515	1	0	1
GC_00007514	0	1	1
GC_00007517	0	1	1
GC_00007516	1	0	1
GC_00007519	1	0	1
GC_00007518	1	0	1
GC_00006537	1	0	1
GC_00001052	6	5	12
GC_00001053	7	5	12
GC_00001050	5	7	12
GC_00001051	7	4	12
GC_00005009	0	1	1
GC_00005008	0	1	1
GC_00001054	6	5	12
GC_00001055	6	6	12
GC_00005005	1	0	1
GC_00005004	0	1	1
GC_00001058	4	5	12
GC_00005006	1	0	1
GC_00005001	0	1	1
GC_00005000	1	0	1
GC_00005003	1	0	1
GC_00005002	0	1	1
GC_00009607	1	0	1
GC_00009606	1	0	1
GC_00009605	1	0	1
GC_00001536	1	6	7
GC_00009603	1	0	1
GC_00009602	0	1	1
GC_00009601	0	1	1
GC_00009600	1	0	1
GC_00009609	0	1	1
GC_00009608	0	1	1
GC_00010119	1	0	1
GC_00010118	0	1	1
GC_00010111	1	0	1
GC_00010110	1	0	1
GC_00010113	1	0	1
GC_00010112	1	0	1
GC_00009874	1	0	1
GC_00010114	0	1	1
GC_00010117	0	1	1
GC_00010116	1	0	1
GC_00001760	5	1	6
GC_00001761	2	3	6
GC_00001762	3	3	6
GC_00005676	0	1	1
GC_00001763	1	5	6
GC_00005677	0	1	1
GC_00001764	4	2	6
GC_00005674	1	0	1
GC_00005224	1	0	1
GC_00002651	0	3	3
GC_00005675	1	0	1
GC_00001766	6	0	6
GC_00002650	0	3	3
GC_00005672	0	1	1
GC_00001767	1	4	6
GC_00002653	3	0	3
GC_00005673	1	0	1
GC_00001768	2	2	6
GC_00002652	3	0	3
GC_00005670	0	1	1
GC_00001769	3	3	6
GC_00002655	3	0	3
GC_00005671	1	0	1
GC_00002654	3	0	3
GC_00002657	1	2	3
GC_00002656	0	3	3
GC_00005884	0	1	1
GC_00009276	0	1	1
GC_00009277	0	1	1
GC_00009274	1	0	1
GC_00009275	1	0	1
GC_00009272	0	1	1
GC_00009273	1	0	1
GC_00009270	1	0	1
GC_00009271	0	1	1
GC_00009388	0	1	1
GC_00009278	1	0	1
GC_00009127	1	0	1
GC_00006202	1	0	1
GC_00006203	1	0	1
GC_00006200	0	1	1
GC_00006201	0	1	1
GC_00006206	1	0	1
GC_00006207	1	0	1
GC_00006204	1	0	1
GC_00006205	1	0	1
GC_00006208	1	0	1
GC_00006209	0	1	1
GC_00008899	0	1	1
GC_00008898	0	1	1
GC_00008891	1	0	1
GC_00008890	1	0	1
GC_00008893	0	1	1
GC_00008892	1	0	1
GC_00008895	1	0	1
GC_00008894	0	1	1
GC_00008897	1	0	1
GC_00008896	1	0	1
GC_00002589	1	2	3
GC_00002588	3	0	3
GC_00009129	1	0	1
GC_00003521	1	0	2
GC_00002581	3	0	3
GC_00002580	0	3	3
GC_00002583	1	2	3
GC_00002582	2	1	3
GC_00002585	1	2	3
GC_00002584	3	0	3
GC_00002587	3	0	3
GC_00002586	1	0	3
GC_00003523	2	0	2
GC_00003524	1	0	2
GC_00003525	2	0	2
GC_00003526	0	2	2
GC_00003527	2	0	2
GC_00002343	2	2	4
GC_00009477	0	1	1
GC_00002830	0	3	3
GC_00002833	3	0	3
GC_00009852	1	0	1
GC_00009853	1	0	1
GC_00009850	1	0	1
GC_00002832	0	3	3
GC_00002369	1	3	4
GC_00002368	3	1	4
GC_00009854	1	0	1
GC_00009855	1	0	1
GC_00002365	0	4	4
GC_00002364	0	3	4
GC_00002367	0	4	4
GC_00002366	2	2	4
GC_00002361	2	2	4
GC_00002360	0	4	4
GC_00002363	3	0	4
GC_00002346	0	3	4
GC_00002345	1	3	4
GC_00002344	3	0	4
GC_00003186	0	2	2
GC_00003187	0	2	2
GC_00003184	0	2	2
GC_00003185	2	0	2
GC_00003182	0	2	2
GC_00003183	2	0	2
GC_00003180	0	2	2
GC_00003181	0	2	2
GC_00003188	0	2	2
GC_00003189	0	2	2
GC_00009471	1	0	1
GC_00003988	2	0	2
GC_00003989	1	0	2
GC_00003986	1	1	2
GC_00003987	1	1	2
GC_00003984	1	0	2
GC_00003985	0	2	2
GC_00003982	0	1	2
GC_00003983	2	0	2
GC_00003980	0	2	2
GC_00003981	0	2	2
GC_00000907	7	7	14
GC_00000906	7	8	15
GC_00008993	1	0	1
GC_00000905	7	6	15
GC_00000904	9	4	15
GC_00008829	1	0	1
GC_00000903	8	6	15
GC_00000902	7	6	15
GC_00000901	7	8	15
GC_00000900	7	8	15
GC_00000165	11	9	23
GC_00001504	4	3	7
GC_00009478	0	1	1
GC_00009479	0	1	1
GC_00000164	12	9	23
GC_00001505	4	3	7
GC_00009474	1	0	1
GC_00009475	1	0	1
GC_00009476	0	1	1
GC_00009028	0	1	1
GC_00009470	1	0	1
GC_00005087	1	0	1
GC_00009472	1	0	1
GC_00009473	1	0	1
GC_00005086	1	0	1
GC_00005081	1	0	1
GC_00005080	1	0	1
GC_00000167	12	9	22
GC_00005083	0	1	1
GC_00005082	1	0	1
GC_00000166	13	7	23
GC_00001508	2	4	7
GC_00001509	4	3	7
GC_00000161	12	9	23
GC_00008079	1	0	1
GC_00008078	0	1	1
GC_00008073	0	1	1
GC_00008072	1	0	1
GC_00008071	0	1	1
GC_00008070	0	1	1
GC_00008077	1	0	1
GC_00008076	1	0	1
GC_00008075	1	0	1
GC_00008074	1	0	1
GC_00006093	1	0	1
GC_00001609	2	3	7
GC_00001608	1	4	7
GC_00001607	2	4	7
GC_00001606	2	5	7
GC_00001605	2	5	7
GC_00001604	4	2	7
GC_00001603	2	5	7
GC_00001602	2	5	7
GC_00001601	2	5	7
GC_00001600	4	2	7
GC_00009288	1	0	1
GC_00006059	1	0	1
GC_00006058	1	0	1
GC_00006057	1	0	1
GC_00006056	1	0	1
GC_00006055	0	1	1
GC_00006054	1	0	1
GC_00006053	1	0	1
GC_00006052	1	0	1
GC_00006051	0	1	1
GC_00006050	0	1	1
GC_00000518	10	9	20
GC_00000519	4	7	20
GC_00000510	10	6	20
GC_00000511	10	8	20
GC_00000512	12	8	20
GC_00000513	11	9	20
GC_00000514	11	9	20
GC_00000515	12	8	20
GC_00000516	9	9	20
GC_00000517	10	9	20
GC_00001939	1	4	5
GC_00001938	1	4	5
GC_00001935	1	4	5
GC_00001934	3	2	5
GC_00001937	3	2	5
GC_00001936	0	3	5
GC_00001931	3	2	5
GC_00001930	0	5	5
GC_00001933	0	3	5
GC_00001932	3	1	5
GC_00008408	1	0	1
GC_00008409	1	0	1
GC_00008402	1	0	1
GC_00008403	1	0	1
GC_00008400	0	1	1
GC_00008401	0	1	1
GC_00008406	0	1	1
GC_00008407	1	0	1
GC_00008404	0	1	1
GC_00008405	1	0	1
GC_00010198	0	1	1
GC_00007898	1	0	1
GC_00007899	1	0	1
GC_00007890	0	1	1
GC_00007891	0	1	1
GC_00007892	1	0	1
GC_00007893	1	0	1
GC_00007894	0	1	1
GC_00007895	1	0	1
GC_00007896	1	0	1
GC_00007897	1	0	1
GC_00007090	1	0	1
GC_00007091	1	0	1
GC_00007092	0	1	1
GC_00007093	1	0	1
GC_00007094	0	1	1
GC_00007095	1	0	1
GC_00007096	1	0	1
GC_00007097	0	1	1
GC_00007098	0	1	1
GC_00007099	0	1	1
GC_00002118	2	2	4
GC_00002119	0	4	4
GC_00002112	4	0	4
GC_00002113	4	0	4
GC_00002110	4	0	4
GC_00002111	1	3	4
GC_00002116	1	3	4
GC_00002117	1	3	4
GC_00002114	2	2	4
