cluster	axial count	mcr count	total occurrence
GC_00008101	1	0	1
GC_00008100	0	1	1
GC_00008109	0	1	1
GC_00008108	1	0	1
GC_00006981	1	0	1
GC_00006980	0	1	1
GC_00006983	1	0	1
GC_00010168	0	1	1
GC_00010169	1	0	1
GC_00006982	0	1	1
GC_00010160	0	1	1
GC_00006985	1	0	1
GC_00010162	0	1	1
GC_00010163	1	0	1
GC_00010164	0	1	1
GC_00010165	1	0	1
GC_00010166	1	0	1
GC_00006984	0	1	1
GC_00009908	0	1	1
GC_00006987	1	0	1
GC_00006986	0	1	1
GC_00000778	7	9	17
GC_00004858	1	0	1
GC_00005502	0	1	1
GC_00005503	0	1	1
GC_00005504	0	1	1
GC_00005505	0	1	1
GC_00005506	0	1	1
GC_00005507	1	0	1
GC_00007560	1	0	1
GC_00000770	9	8	17
GC_00007562	1	0	1
GC_00007563	1	0	1
GC_00007564	1	0	1
GC_00007565	0	1	1
GC_00007566	1	0	1
GC_00004850	1	0	1
GC_00007568	0	1	1
GC_00007569	1	0	1
GC_00004853	1	0	1
GC_00008578	0	1	1
GC_00008579	0	1	1
GC_00005702	1	0	1
GC_00005703	0	1	1
GC_00005700	0	1	1
GC_00004852	1	0	1
GC_00005706	0	1	1
GC_00005707	0	1	1
GC_00005704	1	0	1
GC_00005705	0	1	1
GC_00004855	1	0	1
GC_00005708	0	1	1
GC_00005709	1	0	1
GC_00004854	1	0	1
GC_00000776	8	9	17
GC_00004856	1	0	1
GC_00008875	1	0	1
GC_00008874	0	1	1
GC_00007704	1	0	1
GC_00007705	0	1	1
GC_00007706	1	0	1
GC_00007707	0	1	1
GC_00007700	1	0	1
GC_00007701	0	1	1
GC_00007702	1	0	1
GC_00007703	0	1	1
GC_00007708	1	0	1
GC_00007709	1	0	1
GC_00008878	1	0	1
GC_00002286	2	1	4
GC_00002287	3	0	4
GC_00002284	1	2	4
GC_00002285	2	2	4
GC_00002282	1	3	4
GC_00002283	1	3	4
GC_00002280	1	3	4
GC_00002281	2	2	4
GC_00009229	0	1	1
GC_00009228	1	0	1
GC_00002288	1	3	4
GC_00002289	2	2	4
GC_00005188	1	0	1
GC_00001174	8	2	10
GC_00001179	5	4	10
GC_00005185	1	0	1
GC_00006181	1	0	1
GC_00002862	1	2	3
GC_00002863	0	3	3
GC_00002860	0	3	3
GC_00002861	2	0	3
GC_00002866	3	0	3
GC_00002867	3	0	3
GC_00002864	0	3	3
GC_00002865	1	2	3
GC_00002868	3	0	3
GC_00002869	3	0	3
GC_00001351	4	3	8
GC_00010041	0	1	1
GC_00001350	4	3	8
GC_00001353	3	5	8
GC_00004424	1	0	1
GC_00004425	0	1	1
GC_00004426	0	1	1
GC_00001352	5	3	8
GC_00004420	1	0	1
GC_00004421	1	0	1
GC_00004422	1	0	1
GC_00004423	0	1	1
GC_00008374	1	0	1
GC_00001355	4	3	8
GC_00008376	1	0	1
GC_00008377	0	1	1
GC_00004428	0	1	1
GC_00004429	0	1	1
GC_00008372	1	0	1
GC_00001354	3	5	8
GC_00001357	4	3	8
GC_00009878	1	0	1
GC_00001356	8	0	8
GC_00000635	10	9	19
GC_00000634	10	9	19
GC_00004570	1	0	1
GC_00000636	10	9	19
GC_00000631	10	9	19
GC_00000630	9	9	19
GC_00000633	10	9	19
GC_00004575	1	0	1
GC_00004138	0	2	2
GC_00004139	2	0	2
GC_00000109	13	9	23
GC_00000108	13	9	23
GC_00000107	12	8	23
GC_00000106	13	9	23
GC_00000105	12	9	23
GC_00000104	13	9	23
GC_00000103	12	9	23
GC_00000102	13	9	23
GC_00000101	12	9	23
GC_00000100	13	9	23
GC_00005559	1	0	1
GC_00005558	1	0	1
GC_00005557	1	0	1
GC_00005556	0	1	1
GC_00005555	0	1	1
GC_00005554	1	0	1
GC_00005553	1	0	1
GC_00005552	1	0	1
GC_00005551	0	1	1
GC_00005550	0	1	1
GC_00009423	1	0	1
GC_00009422	1	0	1
GC_00009421	0	1	1
GC_00009420	1	0	1
GC_00009427	0	1	1
GC_00009426	1	0	1
GC_00009425	0	1	1
GC_00009424	0	1	1
GC_00009429	1	0	1
GC_00009428	1	0	1
GC_00001412	2	4	8
GC_00001413	1	6	8
GC_00001410	1	6	8
GC_00001411	1	7	8
GC_00001416	0	3	8
GC_00001417	5	3	8
GC_00001414	2	6	8
GC_00001415	3	5	8
GC_00001418	3	4	8
GC_00001419	5	3	8
GC_00009836	0	1	1
GC_00002304	1	3	4
GC_00009830	1	0	1
GC_00009831	0	1	1
GC_00009832	0	1	1
GC_00010089	1	0	1
GC_00010088	1	0	1
GC_00010087	1	0	1
GC_00010086	0	1	1
GC_00010085	0	1	1
GC_00009833	1	0	1
GC_00010083	0	1	1
GC_00010082	0	1	1
GC_00010081	0	1	1
GC_00010080	1	0	1
GC_00009839	0	1	1
GC_00005573	1	0	1
GC_00007950	0	1	1
GC_00007953	1	0	1
GC_00007952	1	0	1
GC_00007955	0	1	1
GC_00007954	0	1	1
GC_00007957	1	0	1
GC_00007956	1	0	1
GC_00007959	1	0	1
GC_00007958	1	0	1
GC_00005572	1	0	1
GC_00006390	0	1	1
GC_00006391	1	0	1
GC_00006392	1	0	1
GC_00006393	0	1	1
GC_00006394	1	0	1
GC_00006395	1	0	1
GC_00006396	1	0	1
GC_00006397	1	0	1
GC_00006398	1	0	1
GC_00006399	1	0	1
GC_00008909	1	0	1
GC_00008908	1	0	1
GC_00008907	0	1	1
GC_00008906	0	1	1
GC_00008905	1	0	1
GC_00008904	0	1	1
GC_00008903	0	1	1
GC_00008902	1	0	1
GC_00008901	1	0	1
GC_00008900	1	0	1
GC_00008554	1	0	1
GC_00008555	0	1	1
GC_00007584	0	1	1
GC_00007047	0	1	1
GC_00007046	1	0	1
GC_00007045	0	1	1
GC_00007044	0	1	1
GC_00005579	1	0	1
GC_00007042	0	1	1
GC_00007041	0	1	1
GC_00007040	0	1	1
GC_00008550	1	0	1
GC_00007049	1	0	1
GC_00007048	0	1	1
GC_00008552	1	0	1
GC_00002679	2	0	3
GC_00002678	1	2	3
GC_00002677	3	0	3
GC_00002676	0	3	3
GC_00002675	0	3	3
GC_00002674	3	0	3
GC_00002673	3	0	3
GC_00002672	0	3	3
GC_00002671	2	1	3
GC_00002670	0	2	3
GC_00005578	1	0	1
GC_00003818	0	1	2
GC_00003819	2	0	2
GC_00003814	2	0	2
GC_00003815	1	0	2
GC_00003816	0	2	2
GC_00003817	0	1	2
GC_00003810	0	2	2
GC_00003811	0	1	2
GC_00003812	2	0	2
GC_00003813	2	0	2
GC_00004631	1	0	1
GC_00004630	0	1	1
GC_00004633	0	1	1
GC_00004632	1	0	1
GC_00004635	1	0	1
GC_00004634	1	0	1
GC_00004637	1	0	1
GC_00004636	0	1	1
GC_00004639	0	1	1
GC_00004638	0	1	1
GC_00002493	2	1	3
GC_00002492	3	0	3
GC_00002491	0	3	3
GC_00002490	3	0	3
GC_00002497	3	0	3
GC_00002496	3	0	3
GC_00002495	3	0	3
GC_00002494	0	3	3
GC_00002499	3	0	3
GC_00002498	0	3	3
GC_00003722	2	0	2
GC_00003723	1	1	2
GC_00003720	2	0	2
GC_00003721	0	2	2
GC_00003726	0	2	2
GC_00003727	2	0	2
GC_00003724	1	0	2
GC_00003725	2	0	2
GC_00003728	2	0	2
GC_00003729	0	2	2
GC_00005727	0	1	1
GC_00008553	0	1	1
GC_00004099	0	2	2
GC_00004098	0	2	2
GC_00004095	2	0	2
GC_00004094	0	1	2
GC_00004097	0	2	2
GC_00004096	2	0	2
GC_00004091	1	0	2
GC_00004090	2	0	2
GC_00004093	1	1	2
GC_00004092	2	0	2
GC_00008297	0	1	1
GC_00008296	1	0	1
GC_00008295	0	1	1
GC_00008294	1	0	1
GC_00008293	0	1	1
GC_00008292	1	0	1
GC_00008291	1	0	1
GC_00008290	0	1	1
GC_00008299	0	1	1
GC_00008298	0	1	1
GC_00005940	1	0	1
GC_00005941	0	1	1
GC_00005942	0	1	1
GC_00005943	1	0	1
GC_00005944	1	0	1
GC_00005945	1	0	1
GC_00005946	0	1	1
GC_00005947	1	0	1
GC_00005948	1	0	1
GC_00005949	0	1	1
GC_00006945	0	1	1
GC_00006944	1	0	1
GC_00006947	0	1	1
GC_00006946	1	0	1
GC_00006941	0	1	1
GC_00006940	1	0	1
GC_00006943	1	0	1
GC_00006942	1	0	1
GC_00006949	1	0	1
GC_00006948	0	1	1
GC_00000734	9	8	17
GC_00004894	1	0	1
GC_00000736	11	6	17
GC_00000737	9	8	17
GC_00000730	8	8	17
GC_00000731	8	9	17
GC_00000732	11	3	17
GC_00000733	8	9	17
GC_00008121	1	0	1
GC_00008120	0	1	1
GC_00008123	0	1	1
GC_00008122	1	0	1
GC_00000738	12	3	17
GC_00000739	10	7	17
GC_00008127	0	1	1
GC_00008126	0	1	1
GC_00009961	0	1	1
GC_00010142	0	1	1
GC_00010143	1	0	1
GC_00010140	0	1	1
GC_00010141	0	1	1
GC_00010146	0	1	1
GC_00010147	0	1	1
GC_00010144	0	1	1
GC_00010145	1	0	1
GC_00010148	0	1	1
GC_00010149	0	1	1
GC_00001896	3	2	5
GC_00001897	3	2	5
GC_00001894	2	3	5
GC_00001895	3	2	5
GC_00001720	3	3	6
GC_00001721	4	2	6
GC_00001890	3	2	5
GC_00001891	4	1	5
GC_00007548	1	0	1
GC_00007549	0	1	1
GC_00007764	1	0	1
GC_00007542	1	0	1
GC_00007543	0	1	1
GC_00007540	1	0	1
GC_00007541	0	1	1
GC_00007546	1	0	1
GC_00007547	0	1	1
GC_00007544	1	0	1
GC_00007545	1	0	1
GC_00001069	4	4	12
GC_00001068	5	7	12
GC_00001063	5	6	12
GC_00001062	8	3	12
GC_00001061	5	6	12
GC_00001060	6	3	12
GC_00001067	6	6	12
GC_00001066	6	5	12
GC_00001065	4	8	12
GC_00001064	4	6	12
GC_00005764	1	0	1
GC_00005765	0	1	1
GC_00005766	1	0	1
GC_00005767	1	0	1
GC_00005760	0	1	1
GC_00005761	1	0	1
GC_00005762	1	0	1
GC_00005763	1	0	1
GC_00009650	1	0	1
GC_00009651	1	0	1
GC_00009652	0	1	1
GC_00009653	0	1	1
GC_00005768	1	0	1
GC_00005769	0	1	1
GC_00009656	1	0	1
GC_00009657	1	0	1
GC_00006499	0	1	1
GC_00006498	0	1	1
GC_00006497	1	0	1
GC_00006496	1	0	1
GC_00006495	1	0	1
GC_00006494	0	1	1
GC_00006493	0	1	1
GC_00006492	0	1	1
GC_00006491	0	1	1
GC_00006490	1	0	1
GC_00006717	1	0	1
GC_00007728	0	1	1
GC_00007729	0	1	1
GC_00007726	1	0	1
GC_00007727	1	0	1
GC_00007724	0	1	1
GC_00007725	1	0	1
GC_00007722	1	0	1
GC_00007723	1	0	1
GC_00007720	1	0	1
GC_00007721	1	0	1
GC_00009719	0	1	1
GC_00009718	0	1	1
GC_00000060	13	9	24
GC_00000061	13	8	24
GC_00000062	12	9	24
GC_00004976	1	0	1
GC_00000063	12	9	24
GC_00009249	1	0	1
GC_00000414	12	8	21
GC_00009247	0	1	1
GC_00000064	13	9	24
GC_00009245	1	0	1
GC_00009244	0	1	1
GC_00009243	0	1	1
GC_00000417	11	6	20
GC_00009241	1	0	1
GC_00004788	0	1	1
GC_00008950	1	0	1
GC_00006239	0	1	1
GC_00000416	12	9	21
GC_00000066	13	9	24
GC_00008951	1	0	1
GC_00006233	1	0	1
GC_00004972	1	0	1
GC_00006231	0	1	1
GC_00004034	0	2	2
GC_00006237	1	0	1
GC_00006236	1	0	1
GC_00006235	0	1	1
GC_00000410	12	8	21
GC_00000068	13	9	24
GC_00008953	1	0	1
GC_00000413	11	9	21
GC_00000069	12	8	24
GC_00008954	0	1	1
GC_00000412	12	9	21
GC_00004039	2	0	2
GC_00008955	1	0	1
GC_00004038	0	1	2
GC_00008956	1	0	1
GC_00008957	1	0	1
GC_00002192	1	3	4
GC_00009869	1	0	1
GC_00009868	1	0	1
GC_00002193	4	0	4
GC_00009863	0	1	1
GC_00009862	1	0	1
GC_00009861	0	1	1
GC_00009860	1	0	1
GC_00009867	0	1	1
GC_00002190	3	0	4
GC_00009865	1	0	1
GC_00009864	0	1	1
GC_00002804	0	3	3
GC_00002805	2	1	3
GC_00002806	2	1	3
GC_00002191	0	2	4
GC_00002800	0	3	3
GC_00002801	2	0	3
GC_00002802	3	0	3
GC_00002803	1	1	3
GC_00002196	2	2	4
GC_00002808	1	2	3
GC_00002809	3	0	3
GC_00002197	2	2	4
GC_00002194	2	1	4
GC_00002195	2	2	4
GC_00008356	1	0	1
GC_00008357	1	0	1
GC_00008354	0	1	1
GC_00008355	0	1	1
GC_00008352	0	1	1
GC_00008353	1	0	1
GC_00008350	1	0	1
GC_00008351	1	0	1
GC_00008358	1	0	1
GC_00008359	0	1	1
GC_00008936	1	0	1
GC_00006821	1	0	1
GC_00000121	11	9	23
GC_00000120	13	9	23
GC_00000123	12	9	23
GC_00000122	11	9	23
GC_00004158	1	1	2
GC_00000124	12	9	23
GC_00004408	1	0	1
GC_00004409	1	0	1
GC_00004154	0	2	2
GC_00004155	0	2	2
GC_00004156	0	2	2
GC_00004405	0	1	1
GC_00004150	0	2	2
GC_00004151	2	0	2
GC_00004152	1	1	2
GC_00004401	0	1	1
GC_00001650	3	3	6
GC_00001651	4	2	6
GC_00001652	4	2	6
GC_00001653	6	0	6
GC_00001654	3	3	6
GC_00001655	3	3	6
GC_00001656	4	2	6
GC_00001657	4	2	6
GC_00001658	3	3	6
GC_00001659	3	3	6
GC_00009973	1	0	1
GC_00009405	0	1	1
GC_00009404	1	0	1
GC_00009407	0	1	1
GC_00009406	0	1	1
GC_00009401	1	0	1
GC_00009400	1	0	1
GC_00009403	0	1	1
GC_00009402	1	0	1
GC_00009975	1	0	1
GC_00009409	1	0	1
GC_00009408	1	0	1
GC_00009974	1	0	1
GC_00009977	1	0	1
GC_00009976	0	1	1
GC_00000385	10	9	21
GC_00000384	11	9	21
GC_00000387	12	9	21
GC_00000386	12	9	21
GC_00000381	12	9	21
GC_00000380	9	9	21
GC_00000383	10	9	21
GC_00000382	12	9	21
GC_00000389	11	8	21
GC_00000388	10	9	21
GC_00001474	4	3	7
GC_00001475	5	2	7
GC_00001476	4	3	7
GC_00001477	4	3	7
GC_00001470	4	3	7
GC_00001471	4	3	7
GC_00001472	4	3	7
GC_00001473	3	3	7
GC_00001478	4	3	7
GC_00001479	4	3	7
GC_00000207	12	9	22
GC_00000200	12	9	22
GC_00000201	12	9	22
GC_00000202	12	9	22
GC_00000203	13	9	22
GC_00008930	1	0	1
GC_00009568	1	0	1
GC_00008183	1	0	1
GC_00008182	1	0	1
GC_00006000	0	1	1
GC_00006001	1	0	1
GC_00006002	1	0	1
GC_00006003	0	1	1
GC_00006004	1	0	1
GC_00006005	1	0	1
GC_00006006	1	0	1
GC_00006007	0	1	1
GC_00006008	1	0	1
GC_00006009	1	0	1
GC_00008180	0	1	1
GC_00001388	4	4	8
GC_00001389	1	6	8
GC_00001382	5	3	8
GC_00001383	2	6	8
GC_00001380	1	7	8
GC_00001381	3	5	8
GC_00001386	1	6	8
GC_00001387	7	0	8
GC_00001384	6	2	8
GC_00001385	3	4	8
GC_00008433	1	0	1
GC_00008432	0	1	1
GC_00008431	0	1	1
GC_00008430	0	1	1
GC_00008437	1	0	1
GC_00008436	0	1	1
GC_00008435	1	0	1
GC_00008434	1	0	1
GC_00008929	1	0	1
GC_00008928	1	0	1
GC_00008439	0	1	1
GC_00008438	0	1	1
GC_00009086	0	1	1
GC_00002057	4	1	5
GC_00009569	0	1	1
GC_00007069	1	0	1
GC_00007068	1	0	1
GC_00007061	0	1	1
GC_00007060	0	1	1
GC_00007063	1	0	1
GC_00007062	1	0	1
GC_00007065	0	1	1
GC_00007064	0	1	1
GC_00007067	0	1	1
GC_00007066	0	1	1
GC_00002123	0	4	4
GC_00002122	4	0	4
GC_00002121	1	3	4
GC_00002120	2	2	4
GC_00002127	1	3	4
GC_00002126	3	1	4
GC_00002125	2	2	4
GC_00002124	4	0	4
GC_00002659	3	0	3
GC_00002658	0	2	3
GC_00002129	4	0	4
GC_00002128	1	3	4
GC_00003292	0	2	2
GC_00003293	2	0	2
GC_00003290	2	0	2
GC_00003291	0	2	2
GC_00003296	2	0	2
GC_00003297	1	1	2
GC_00003294	2	0	2
GC_00003295	0	2	2
GC_00003528	1	0	2
GC_00003529	0	1	2
GC_00003298	1	1	2
GC_00003299	2	0	2
GC_00009873	1	0	1
GC_00003838	1	1	2
GC_00003839	2	0	2
GC_00002056	0	4	5
GC_00007999	1	0	1
GC_00007998	1	0	1
GC_00003744	0	1	2
GC_00003745	1	1	2
GC_00003746	1	1	2
GC_00003747	1	1	2
GC_00003740	2	0	2
GC_00003741	2	0	2
GC_00003742	1	0	2
GC_00003743	1	0	2
GC_00003748	0	2	2
GC_00003749	1	1	2
GC_00009971	0	1	1
GC_00009290	0	1	1
GC_00007997	1	0	1
GC_00007996	0	1	1
GC_00005968	1	0	1
GC_00005969	1	0	1
GC_00005962	1	0	1
GC_00005963	1	0	1
GC_00005960	0	1	1
GC_00005961	0	1	1
GC_00005966	0	1	1
GC_00005967	0	1	1
GC_00005964	0	1	1
GC_00005965	1	0	1
GC_00000248	12	8	22
GC_00000249	11	9	22
GC_00004219	1	0	1
GC_00004218	1	0	1
GC_00000718	11	7	18
GC_00000719	9	8	18
GC_00000240	12	9	22
GC_00000241	11	9	22
GC_00000242	12	9	22
GC_00000243	11	9	22
GC_00000244	11	9	22
GC_00000245	11	9	22
GC_00000246	12	8	22
GC_00000247	11	9	22
GC_00000325	12	9	21
GC_00009291	1	0	1
GC_00010124	1	0	1
GC_00010125	1	0	1
GC_00008189	1	0	1
GC_00010127	1	0	1
GC_00010120	1	0	1
GC_00010121	1	0	1
GC_00010122	1	0	1
GC_00010123	1	0	1
GC_00010128	0	1	1
GC_00010129	1	0	1
GC_00004896	1	0	1
GC_00005294	0	1	1
GC_00005295	1	0	1
GC_00005296	1	0	1
GC_00005297	0	1	1
GC_00005290	0	1	1
GC_00005291	0	1	1
GC_00005292	0	1	1
GC_00005293	0	1	1
GC_00009583	0	1	1
GC_00005298	0	1	1
GC_00005299	1	0	1
GC_00006929	0	1	1
GC_00006928	1	0	1
GC_00006927	1	0	1
GC_00006926	1	0	1
GC_00006925	1	0	1
GC_00006924	0	1	1
GC_00006923	1	0	1
GC_00006922	1	0	1
GC_00006921	1	0	1
GC_00006920	1	0	1
GC_00007528	1	0	1
GC_00007529	1	0	1
GC_00007524	1	0	1
GC_00007525	1	0	1
GC_00007526	1	0	1
GC_00007527	1	0	1
GC_00007520	0	1	1
GC_00007521	1	0	1
GC_00007522	1	0	1
GC_00007523	1	0	1
GC_00005038	0	1	1
GC_00005039	1	0	1
GC_00001049	3	8	12
GC_00001048	4	8	12
GC_00005748	1	0	1
GC_00002841	0	3	3
GC_00001045	8	3	12
GC_00001044	10	2	12
GC_00001047	10	2	12
GC_00001046	8	3	12
GC_00001041	8	4	12
GC_00001040	6	5	12
GC_00001043	8	3	12
GC_00005037	0	1	1
GC_00009672	1	0	1
GC_00009673	1	0	1
GC_00009670	1	0	1
GC_00009671	0	1	1
GC_00009676	1	0	1
GC_00009677	1	0	1
GC_00009674	1	0	1
GC_00009675	0	1	1
GC_00009678	0	1	1
GC_00009679	1	0	1
GC_00002847	0	3	3
GC_00007296	0	1	1
GC_00007297	1	0	1
GC_00007294	1	0	1
GC_00007295	0	1	1
GC_00007292	0	1	1
GC_00007293	1	0	1
GC_00007290	1	0	1
GC_00007291	1	0	1
GC_00009292	1	0	1
GC_00006719	1	0	1
GC_00007298	1	0	1
GC_00007299	1	0	1
GC_00007667	1	0	1
GC_00007666	0	1	1
GC_00007665	1	0	1
GC_00007664	1	0	1
GC_00007663	0	1	1
GC_00007662	1	0	1
GC_00007661	0	1	1
GC_00007660	0	1	1
GC_00005788	0	1	1
GC_00009261	1	0	1
GC_00009260	0	1	1
GC_00009263	0	1	1
GC_00005789	1	0	1
GC_00009265	1	0	1
GC_00009264	0	1	1
GC_00009267	1	0	1
GC_00009266	0	1	1
GC_00009269	0	1	1
GC_00009268	1	0	1
GC_00006219	0	1	1
GC_00006218	1	0	1
GC_00003460	2	0	2
GC_00006215	0	1	1
GC_00006214	1	0	1
GC_00006217	1	0	1
GC_00006216	1	0	1
GC_00006211	0	1	1
GC_00006210	0	1	1
GC_00006213	1	0	1
GC_00006212	0	1	1
GC_00001001	2	8	13
GC_00008181	0	1	1
GC_00001000	4	9	13
GC_00001003	4	3	13
GC_00001002	5	7	13
GC_00001005	7	5	13
GC_00003466	2	0	2
GC_00001004	6	5	13
GC_00001007	9	3	13
GC_00001006	7	6	13
GC_00009098	1	0	1
GC_00009099	1	0	1
GC_00001543	4	3	7
GC_00009096	0	1	1
GC_00009097	1	0	1
GC_00009094	1	0	1
GC_00002358	2	2	4
GC_00002359	2	2	4
GC_00009095	1	0	1
GC_00009849	0	1	1
GC_00009638	1	0	1
GC_00002828	2	0	3
GC_00002829	2	0	3
GC_00002350	2	0	4
GC_00002351	2	2	4
GC_00002352	0	4	4
GC_00002353	2	1	4
GC_00002354	3	1	4
GC_00004112	0	2	2
GC_00002356	1	2	4
GC_00002357	4	0	4
GC_00004113	2	0	2
GC_00004993	1	0	1
GC_00009090	1	0	1
GC_00004114	1	0	2
GC_00009091	1	0	1
GC_00004447	1	0	1
GC_00003191	0	2	2
GC_00003190	0	2	2
GC_00003193	0	2	2
GC_00003192	0	2	2
GC_00003195	0	2	2
GC_00003194	0	2	2
GC_00003197	0	2	2
GC_00003196	2	0	2
GC_00003199	0	2	2
GC_00003198	0	2	2
GC_00001545	4	3	7
GC_00004445	1	0	1
GC_00009633	1	0	1
GC_00008312	1	0	1
GC_00008313	1	0	1
GC_00008310	0	1	1
GC_00009970	0	1	1
GC_00008311	1	0	1
GC_00008316	0	1	1
GC_00008317	1	0	1
GC_00003999	2	0	2
GC_00003998	1	0	2
GC_00003991	1	1	2
GC_00003990	2	0	2
GC_00003993	1	1	2
GC_00003992	2	0	2
GC_00003995	0	2	2
GC_00003994	1	0	2
GC_00003997	0	1	2
GC_00003996	2	0	2
GC_00009294	0	1	1
GC_00009972	1	0	1
GC_00002725	3	0	3
GC_00008816	0	1	1
GC_00002724	2	1	3
GC_00002727	2	1	3
GC_00002726	0	3	3
GC_00002721	3	0	3
GC_00002720	1	2	3
GC_00001485	5	2	7
GC_00002723	0	3	3
GC_00001484	4	3	7
GC_00002722	3	0	3
GC_00001487	4	3	7
GC_00004176	1	1	2
GC_00004177	2	0	2
GC_00004174	1	1	2
GC_00001486	4	3	7
GC_00004172	1	1	2
GC_00004173	1	0	2
GC_00004170	2	0	2
GC_00004171	0	2	2
GC_00001481	3	4	7
GC_00004178	2	0	2
GC_00004179	1	0	2
GC_00001951	3	1	5
GC_00009469	0	1	1
GC_00009468	1	0	1
GC_00009467	0	1	1
GC_00009466	0	1	1
GC_00009465	0	1	1
GC_00001482	3	4	7
GC_00009463	0	1	1
GC_00009462	0	1	1
GC_00009461	1	0	1
GC_00009460	1	0	1
GC_00008369	0	1	1
GC_00001678	3	3	6
GC_00001679	4	2	6
GC_00001672	3	3	6
GC_00001673	4	2	6
GC_00001670	4	2	6
GC_00001671	2	3	6
GC_00001676	2	3	6
GC_00001677	3	3	6
GC_00001674	3	3	6
GC_00001675	0	3	6
GC_00006028	1	0	1
GC_00006029	0	1	1
GC_00006022	1	0	1
GC_00006023	1	0	1
GC_00006020	1	0	1
GC_00006021	1	0	1
GC_00006026	0	1	1
GC_00006027	0	1	1
GC_00006024	0	1	1
GC_00006025	0	1	1
GC_00000509	11	9	20
GC_00000508	11	9	20
GC_00000503	10	9	20
GC_00000502	13	7	20
GC_00000501	11	9	20
GC_00000500	11	9	20
GC_00000507	11	8	20
GC_00000506	8	9	20
GC_00000505	10	9	20
GC_00000504	12	8	20
GC_00005795	0	1	1
GC_00001908	0	4	5
GC_00001909	2	3	5
GC_00001458	3	3	7
GC_00001459	4	3	7
GC_00001456	4	3	7
GC_00001457	4	3	7
GC_00001454	4	3	7
GC_00001903	0	5	5
GC_00001904	3	2	5
GC_00001905	3	2	5
GC_00001906	4	1	5
GC_00001907	2	3	5
GC_00005797	1	0	1
GC_00008415	1	0	1
GC_00008414	0	1	1
GC_00008417	1	0	1
GC_00008416	0	1	1
GC_00008411	1	0	1
GC_00008410	0	1	1
GC_00008413	0	1	1
GC_00008412	1	0	1
GC_00008419	1	0	1
GC_00008418	1	0	1
GC_00000794	7	7	16
GC_00005796	0	1	1
GC_00009688	0	1	1
GC_00006786	0	1	1
GC_00007889	0	1	1
GC_00007888	1	0	1
GC_00005791	0	1	1
GC_00007882	1	0	1
GC_00007881	1	0	1
GC_00007880	0	1	1
GC_00007887	0	1	1
GC_00007886	1	0	1
GC_00007885	1	0	1
GC_00007884	0	1	1
GC_00008363	0	1	1
GC_00009716	1	0	1
GC_00006780	1	0	1
GC_00005790	1	0	1
GC_00008362	0	1	1
GC_00006443	1	0	1
GC_00000793	0	2	16
GC_00007083	1	0	1
GC_00007082	0	1	1
GC_00007081	0	1	1
GC_00007080	1	0	1
GC_00005793	0	1	1
GC_00007086	1	0	1
GC_00007085	1	0	1
GC_00007084	1	0	1
GC_00007089	1	0	1
GC_00007088	1	0	1
GC_00002105	4	0	4
GC_00002104	0	2	4
GC_00002107	2	2	4
GC_00002106	1	3	4
GC_00002101	2	2	4
GC_00002100	2	2	4
GC_00002103	1	3	4
GC_00002102	1	3	4
GC_00002109	2	1	4
GC_00002108	1	3	4
GC_00006445	1	0	1
GC_00000791	7	9	16
GC_00009683	1	0	1
GC_00009682	1	0	1
GC_00007932	0	1	1
GC_00000886	7	7	15
GC_00000887	6	7	15
GC_00000884	7	7	15
GC_00000885	7	8	15
GC_00000882	7	8	15
GC_00000883	9	6	15
GC_00000880	8	5	15
GC_00000881	11	4	15
GC_00000888	11	4	15
GC_00000889	6	8	15
GC_00003508	0	2	2
GC_00003509	0	2	2
GC_00003502	2	0	2
GC_00003503	0	2	2
GC_00003500	2	0	2
GC_00003501	1	1	2
GC_00003506	2	0	2
GC_00003507	1	0	2
GC_00003504	2	0	2
GC_00003505	1	1	2
GC_00000088	13	9	24
GC_00000089	13	9	24
GC_00000086	13	9	24
GC_00000087	13	9	24
GC_00000084	13	9	24
GC_00000085	13	9	24
GC_00000082	12	9	24
GC_00000083	12	9	24
GC_00000080	11	9	24
GC_00000081	12	9	24
GC_00008253	1	0	1
GC_00008252	0	1	1
GC_00008251	1	0	1
GC_00008250	1	0	1
GC_00008257	0	1	1
GC_00008256	0	1	1
GC_00008255	1	0	1
GC_00008254	1	0	1
GC_00008259	0	1	1
GC_00008258	0	1	1
GC_00005908	1	0	1
GC_00005909	0	1	1
GC_00005904	1	0	1
GC_00005905	1	0	1
GC_00005906	0	1	1
GC_00005907	0	1	1
GC_00005900	0	1	1
GC_00005901	0	1	1
GC_00005902	0	1	1
GC_00005903	1	0	1
GC_00006528	1	0	1
GC_00003768	2	0	2
GC_00003769	2	0	2
GC_00003766	1	0	2
GC_00003767	2	0	2
GC_00003764	0	2	2
GC_00003765	0	2	2
GC_00003762	2	0	2
GC_00003763	1	1	2
GC_00003760	2	0	2
GC_00003761	0	2	2
GC_00000262	10	9	22
GC_00000263	10	9	22
GC_00000260	13	9	22
GC_00000261	9	9	22
GC_00004239	0	1	1
GC_00004238	0	1	1
GC_00000264	13	9	22
GC_00000265	12	9	22
GC_00004235	0	1	1
GC_00004234	1	0	1
GC_00004237	1	0	1
GC_00004236	1	0	1
GC_00004231	1	0	1
GC_00004230	1	0	1
GC_00004233	1	0	1
GC_00004232	1	0	1
GC_00005694	0	1	1
GC_00006523	0	1	1
GC_00006250	1	0	1
